Name,URL,Date
Luzon IV 2021,https://luzonintervarsity.calicotab.com/liv2021/,2021-06-08
Luzon IV 2022,https://luzonintervarsity.calicotab.com/liv2022/,2022-11-05
Luzon IV 2023,https://luzonintervarsity.calicotab.com/liv2023/,2023-11-11
Luzon IV 2024,https://luzonintervarsity.calicotab.com/liv2024/,2024-10-19
Macau Debate Open 2025,https://macaudebateopen2025.calicotab.com/macaudebateopen2025/,2025-02-15
Mahasangram 2021,https://dnn.calicotab.com/ms2021/,2021-10-10
Mahasangram 2024,https://dnn.calicotab.com/ms2024/,2024-12-14
Makiling Pre-ABP 2023,https://makdo.calicotab.com/makdo2023/,2023-08-12
Malaysia BP 2022,https://midp.calicotab.com/malaysiabp2022/,2022-12-17
Malaysia BP 2023,https://midp.calicotab.com/malaysiabp2023/,2023-12-16
Malaysia BP 2024,https://midp.calicotab.com/malaysiabp2024/,2024-09-14
Malaysia IV 2020,https://wolce.calicotab.com/mnidc2020/,2020-11-06
Malyasia Online Debate Open 2025,https://modo.calicotab.com/modo2025/,2025-03-08
Manchester IV 2023,https://manchesteriv2023.calicotab.com/manchesteriv/,2023-02-11
Manchester IV 2024,https://manchesteriv2024.calicotab.com/Manchester2024/,2024-02-17
Manchester IV 2025,https://manchesteriv25.calicotab.com/_/,2025-02-22
Manchester Novices 2023,https://mannov23.calicotab.com/_/,2023-10-21
Manchester Schools 2023,https://manchesterschools23.calicotab.com/manchesterschools23/,2023-04-01
Manzar 2024,https://manzar2024.calicotab.com/manzar2024/,2024-11-23
Manzar Open 2022,https://manzar2022.calicotab.com/manzar2022/,2022-03-25
Manzar Open 2023,https://manzar2023.calicotab.com/manzar2023/,2023-03-26
McGill IV 2024,https://mcgilliv2024.calicotab.com/iv/,2024-03-01
McGill IV 2025,https://mdu.calicotab.com/mcgilliv25/,2025-03-14
McMaster Pro Ams 2021,https://macproams2021.calicotab.com/proams2022/,2021-10-23
Melbourne Mini 2020,https://melbmini2020.calicotab.com/melbmini2020/,2020-12-17
Meta IV 2021,https://metaiv2021.calicotab.com/metaiv2021/,2021-08-28
Mindanao PDC 48th 2024,https://48thmpdc.calicotab.com/48thmpdc/,2024-07-19
Monash Pre-WUDC 2023,https://mad2024.calicotab.com/madprewudc2023/,2023-12-08
NA Spar Open 2021,https://nasparopen.calicotab.com/nasparopen2021/,2021-03-27
NA Spar Open 2023,https://naspar2023.calicotab.com/naspar2023/,2023-09-02
NA Spar Pre-WUDC 2023,https://nasparprewudc2023.calicotab.com/nasparprewudc2023/,2023-12-16
NALSAR IV 2021,https://nalsariv2021.calicotab.com/Nalsariv2021/,2021-09-18
NALSAR IV 2022,https://nalsariv2022.calicotab.com/nalsariv22/,2022-09-16
NALSAR IV 2023,https://nalsariv2023.calicotab.com/nalsariv2023/,2023-09-08
NALSAR IV 2024,https://sbinalsariv2024.calicotab.com/nalsariv2024/,2024-09-24
NAUDC 2021,https://naudc2021.calicotab.com/_/,2024-02-04
NAUDC 2023,https://naudc2023.calicotab.com/naudc2023/,2023-04-07
NAUDC 2024,https://naudc2024.calicotab.com/naudc2024/,2024-03-28
NAUDC 2025,https://naudc2025.calicotab.com/naudc2025/,2025-03-29
NEADC 2021,https://neadc.calicotab.com/neadc/,2021-11-20
NEADC 2022,https://neadc2022.calicotab.com/2022/,2021-11-19
NEADC 2023,https://edudrift.calicotab.com/neadc2023/,2023-11-17
NEADC 2024,https://neadc2024.calicotab.com/neadc2024/,2023-11-08
Nepal Debate Open 2021,https://ndsa.calicotab.com/ndo2021/,2021-03-27
Newman Shield 2023,https://newmanproam.calicotab.com/_/,2023-11-18
Nijmegen Open 2023,https://nijmegen2024.calicotab.com/nijmegen2024/,2024-11-25
NUS Pre-Worlds 2023,https://nuspreworlds.calicotab.com/_/,2023-12-09
Odesa ESL Open 2021,https://odesa-esl.calicotab.com/odesa2021/,2021-01-30
Open Brasil 2024,https://openbrasil2024.calicotab.com/openbrasil2024/,2024-05-10
Osaka IV 2024,https://osakaiv2024.calicotab.com/_/,2024-09-07
Ottawa Round Robin 2025,https://eds.calicotab.com/ottawaroundrobin2025/,2025-04-26
Ottawa RR 2024,https://eds.calicotab.com/ottawarr2024/,2024-04-27
Oxford IV 2021,https://oxford2021.calicotab.com/oxfordiv2021/,2021-11-27
Oxford IV 2022,https://oxfordiv2022.calicotab.com/_/,2022-11-12
Oxford IV 2023,https://oxfordiv2023.calicotab.com/_/,2023-11-15
Oxford IV 2024,https://oxiv2024.calicotab.com/_/,2024-11-09
Oxford Schools Finals Day 2024,https://oxschools2024.calicotab.com/_/,2024-03-14
Oxford Schools Finals Day 2025,https://oxfordschools2025.calicotab.com/2025/,2025-03-15
Pakistan Debate Open 2021,https://awdppakistanopen.calicotab.com/pakdo2021/,2021-08-14
Pan American Queer Open 2020,https://paqo2020.calicotab.com/paqo2020/,2020-01-30
Panamanian DC 2023,https://pdc2023.calicotab.com/_/,2023-02-25
PAUDC 2021,https://mace.calicotab.com/paudc2021/,2021-12-09
PAUDC 2022,https://paudc2022.calicotab.com/PAUDC2022/,2022-12-08
PAUDC 2023,https://nutifafapaudc.calicotab.com/paudc2023/,2023-12-03
PAUDC 2024,https://paudc2024.calicotab.com/paudcK24/,2024-12-15
Pearl Pre-ABP BPD 2021,https://pearlpd.calicotab.com/pearlbpd2021/,2021-03-26
Philippine NDC Diliman 2022,https://paqo2020.calicotab.com/paqo2020/,2022-02-26
Pre-EUDC Odesa Open 2023,https://ukrainedebates.calicotab.com/odesa2023/,2023-05-27
Princeton IV 2021,https://princetoniv2021.calicotab.com/princetoniv2021/,2021-05-30
Princeton IV 2023,https://princetoniv2023.calicotab.com/princeton23/,2023-08-05
Princeton IV 2024,https://princetoniv2024.calicotab.com/princetoniv2024/,2024-09-21
Queen Mary IV 2021,https://tabtastic.calicotab.com/qmiv2021/,2021-02-20
Ramadan Debate Open 2024,https://pakdebateforum.calicotab.com/rdo2024/,2024-05-22
Ramadan Debate Open 2025,https://pakdebateforum.calicotab.com/rdo2025/,2025-03-22
RCL PD 2023,https://rclpd2023.calicotab.com/rclpd2023/,2023-08-25
RMLBPD Pre-WUDC 2023,https://rmlbpd23.calicotab.com/rmlbpd2023/,2023-10-13
RPDA Pre-PAUDC 2023,https://mace.calicotab.com/rpdapre-paudc2023/,2023-11-17
RPMD 2021,https://rpmd2021.calicotab.com/rpmd21/,2021-06-11
RPMD 2022,https://rpmd2023.calicotab.com/rpmd23/,2023-09-29
RPMD 2023,https://rpmd2023.calicotab.com/rpmd/,2022-09-03
RPMD 2024,https://rpmd2024.calicotab.com/rpmd2024/,2024-09-26
RV Debate Tournament 2021,https://rvdt.calicotab.com/rvdt2021/,2021-05-08
Santa Mesa DO 2024,https://stamesa23.calicotab.com/stamesa23/,2024-02-24
Santa Mesa DO 2024,https://smdo24.calicotab.com/stamesa24/,2024-02-24
SANUDC 2021,https://mace.calicotab.com/sanudc2021/,2021-08-06
SBS BPD 2022,https://sbs.calicotab.com/sbsbpd22/,2022-02-11
SBS BPD 2023,https://sbs.calicotab.com/sbsbpd23/,2023-02-18
SBS BPD 2024,https://sbs.calicotab.com/sbsbpd24/,2024-02-10
SBS BPD 2025,https://sbs.calicotab.com/sbsbpd25/,2025-02-15
Scottish Mace 2022,https://scottishmace.calicotab.com/Mace2022/,2022-02-05
Scottish Mace 2025,https://mace2025.calicotab.com/mace2025/,2025-03-01
Seattle IV 2021,https://suiv2022.calicotab.com/seattleiv2021/,2021-12-04
Seattle IV 2022,https://seattleiv2022online.calicotab.com/seattleiv22online/,2022-12-02
Seattle IV 2023,https://suiv23.calicotab.com/seattleiv2023/,2023-12-02
Seattle IV 2024,https://suiv24yodl.calicotab.com/suiv24yodl/,2024-12-06
Serious IV 2025,https://siv2025.calicotab.com/seriousiv2025/,2025-02-08
Severn Cup 2023,https://severncup23.calicotab.com/severncup/,2023-11-18
Shahjiwana IDC 2025,https://shahjiwana.calicotab.com/SIDC25/,2025-01-31
Sheffield Novices 2023,https://sheffieldnovices23.calicotab.com/sheffieldnovices2023/,2023-09-19
Shri Ram Pre-ABP 2021,https://srcc.calicotab.com/shrirampreabp2021/,2021-09-25
Shri Ram Pre-ABP 2024,https://srbp2024.calicotab.com/srbp2024/,2024-09-14
SIDO 2022,https://sidc.calicotab.com/sidc/,2022-10-21
SIDO 2023,https://sido23.calicotab.com/sido2023/,2023-11-08
SIDO 2024,https://sido2024.calicotab.com/sido/,2024-03-29
SIDO 2025,https://sido2025.calicotab.com/sido2025/,2025-04-18
Smart Debates Mini 2021,https://smartdebates2020.calicotab.com/sdmini/,2021-05-22
Smart Debates Open 2021,https://smartdebates2020.calicotab.com/sd2021/,2021-02-13
Socialism Open 2021,https://socialismopen.calicotab.com/SocialismOpen/,2021-05-01
Sofia Online 2023,https://sofiaonline2023.calicotab.com/_/,2023-04-02
Sofia Online 2024,https://sofiaonline24.calicotab.com/_/,2024-03-09
Sofia Online Pt2 2024,https://sofiaonlinept2.calicotab.com/soopt2/,2024-05-25
Sofia Open 2022,https://sofiaopen2022.calicotab.com/sofia2022/,2022-10-21
Sofia Open 2024,https://sofiaopen2024.calicotab.com/_/,2024-10-12
Sofia Pre-EUDC 2023,https://sofiapreeudc.calicotab.com/_/,2023-08-17
South Island Invitational 2023,https://siiv2023.calicotab.com/siiv2023/,2023-05-20
Southampton Open 2022,https://southamptonopen2022.calicotab.com/_/,2022-03-05
Southampton Open 2024,https://southampton2024.calicotab.com/_/,2024-05-04
Southampton Open 2025,https://southamptonopen2025.calicotab.com/southamptonopen2025/,2025-03-15
Southampton Pro-Am 2024,https://sotonproam24.calicotab.com/SotonProAm24/,2024-11-30
Southampton Sillies 2025,https://sotonsillies25.calicotab.com/sotonsillies25/,2025-03-01
Spring Challenge Open 2025,https://challengeopen.calicotab.com/springchallenge2025/,2025-03-29
SSE Riga IV 2023,https://sserigaiv23.calicotab.com/sseriv2023/,2023-12-09
St Andrew’s Pre-EUDC 2024,https://staspreeudc.calicotab.com/_/,2024-07-01
St Andrews Open 2025,https://standrewsopen2025.calicotab.com/standrewsopen2025/,2025-03-01
Strait Debate Open 2023,https://sdoofficial.calicotab.com/sdo2023/,2023-05-27
Structural Reasons Pre-WUDC 2022,https://structuralreasons.calicotab.com/structural/,2022-12-09
Structural Reasons Volume 2 2023,https://structuralreasons2.calicotab.com/_/,2023-04-22
Sudan & DRC Fundraiser 2025,https://ssudrcan.calicotab.com/SDRC2025/,2025-03-22
Sudan Fundraiser 2024,https://mace.calicotab.com/fundraiser2024/,2024-08-17
Sunway Debate Open 2022,https://sunwaydebate.calicotab.com/sundo2022/,2022-12-02
Sunway Debate Open 2023,https://sunwaydebate.calicotab.com/sundo2023/,2023-08-25
Sunway Debate Open 2024,https://sunwaydebate.calicotab.com/sundo2024/,2024-08-24
Sunway Pre-Nationals 2023,https://sunwaydebate.calicotab.com/spren2023/,2023-10-21
Surabaya Open 2023,https://surabaya-open2023.au-tab.app/so2023/,2023-05-27
Swan IV 2023,https://swaniv23.calicotab.com/swaniv23/,2023-11-17
Sydney AWGMDC 2023,https://awgm2023.calicotab.com/awgmdc2023/,2023-10-07
Sydney Mini 2022,https://sydmini2022.calicotab.com/sydmini2022/,2022-06-25
Sydney Mini 2023,https://sydneymini2023.calicotab.com/sydneymini2023/,2023-12-15
Sydney Mini 2024,https://sydmini2024.calicotab.com/sydmini24/,2024-12-13
Tabtastic Autumn Open 2023,https://autumnopen2023.calicotab.com/_/,2023-07-10
Tabtastic Spring Open 2023,https://springopen2023.calicotab.com/_/,2023-03-18
Tabtastic Summer Open 2023,https://summeropen2023.calicotab.com/_/,2023-07-01
Technion Open 2023,https://technion2023.calicotab.com/_/,2023-11-25
The Delhi Debate 2024,https://thedelhidebate2024.calicotab.com/delhidebate2024/,2024-07-12
The RV Debating Tournament 2022,https://rvdt.calicotab.com/rvdt2022/,2022-12-10
Tokyo IV 2023,https://tokyoiv2023.calicotab.com/tokyoiv2023/,2023-06-03
Trinity IV 2021,https://tabtastic.calicotab.com/trinityiv2021/,2021-01-30
Trinity IV 2022,https://trinity2022.calicotab.com/iv/,2022-02-19
Trinity IV 2023,https://trinity2023.calicotab.com/iv/,2023-02-04
Trinity IV 2024,https://trinity2024.calicotab.com/iv/,2024-02-10
Trinity IV 2025,https://trinityiv2025.calicotab.com/trinityiv2025/,2025-02-08
Trinity WGM 2022,https://trinity2022.calicotab.com/wgm/,2022-02-18
U de São Paulo Open 2024,https://uspopen2024.calicotab.com/open2024/,2024-12-06
UBC IV 2024,https://ubcivfall2024.calicotab.com/ubciv2024/,2024-10-12
UCD Peter Maguire IV 2022,https://petermaguireiv.calicotab.com/petermaguireiv2022/,2022-10-15
UCD Peter Maguire IV 2023,https://pmiv23.calicotab.com/_/,2023-10-14
UCD Peter Maguire IV 2025,https://petermaguire2025.calicotab.com/petermaguire2025/,2025-01-25
UCL IV 2021,https://ucl.calicotab.com/iv2021/,2021-03-20
UCL IV 2023,https://uclpresidentscup2023.calicotab.com/uclprescup2023/,2024-03-23
UCL IV 2024,https://ucliv24.calicotab.com/ucliv2024/,2024-03-23
UCL President’s Cup 2021,https://uclpresidents2021.calicotab.com/_/,2021-10-29
UCL President’s Cup 2023,https://uclpresidentscup2023.calicotab.com/uclprescup2023/,2023-10-07
UCL President's Cup 2024,https://uclpcup24.calicotab.com/pcup2024/,2024-10-05
UCL Pro-Am 2022,https://uclwinterproam.calicotab.com/_/,2022-12-10
UCL Pro-Am 2025,https://uclproam2025.calicotab.com/uclproam2025/,2025-02-02
UCL Pro-ams 2024,https://uclproam23.calicotab.com/proam2024/,2024-02-03
UCL Pro-ams 2025,https://uclproam2025.calicotab.com/uclproam2025,2025-02-02
UCLA IV 2023,https://ucladebateunion.calicotab.com/uclaiv2023/,2023-09-16
UCLA IV 2024,https://uclaiv2024.calicotab.com/uclaiv2024/,2024-02-28
Uhuru Worlds 2023,https://uhuruworlds2023.calicotab.com/uhuru2023/,2023-06-23
Uhuru Worlds 2024,https://uhuruworlds2024.calicotab.com/uhuruworlds2024/,2024-06-21
Uhuru Worlds Lox 2022,https://uhuruworlds2022.calicotab.com/loxuhuruworlds2022/,2022-01-08
Uhuru Worlds Out 2022,https://uhuruworlds2022.calicotab.com/uhuruworlds2022outrounds/,2022-01-13
Uhuru Worlds Pan 2022,https://uhuruworlds2022.calicotab.com/pan_uhuruworlds2022/,2022-01-08
ULAB 2020,https://tahsinraian.calicotab.com/ulab/,2020-10-16
Untitled Pre-EUDC 2023,https://untitledpreeudc.calicotab.com/2023/,2023-06-17
Untitled Pre-Glasgow 2024,https://untitledpreglasgow.calicotab.com/2024/,2024-08-06
UPenn Pre-WUDC 2024,https://pennwsdc2024.calicotab.com/ppw2024/,2024-11-23
Uruhu Worlds Lox 2021,https://uhuru-worlds.calicotab.com/loxodonta/,2021-01-10
Uruhu Worlds Out 2021,https://uhuru-worlds.calicotab.com/uw2021outrounds/,2021-01-14
Uruhu Worlds Pan 2021,https://uhuru-worlds.calicotab.com/panthera/,2021-01-10
USC IV 2021,https://usciv2021.calicotab.com/usciv2021/,2021-02-27
USC IV 2022,https://usc.calicotab.com/usciv22/,2022-02-19
USC IV 2023,https://usciv.calicotab.com/usciv2023/,2023-02-18
USC IV 2024,https://usciv2024.calicotab.com/usciv2024/,2024-02-17
USC IV 2025,https://usciv2025.calicotab.com/_/,2025-02-15
USUDC 2020,https://usudc2020.calicotab.com/usudc2020/,2020-10-03
USUDC 2022,https://usudc2022.calicotab.com/usudc2022/,2022-11-05
USUDC 2023,https://usudc2023.calicotab.com/usudc2023/,2023-10-21
USUDC 2025,https://usudc2025.calicotab.com/_/,2025-03-01
UT MARA IV 2024,https://maradebates.calicotab.com/maraiv2024/,2024-11-22
Vanderbilt IV 2024,https://vandy2024.calicotab.com/vandy2024/,2024-02-03
Vienna IV 2022,https://viv22.calicotab.com/viv2022/,2022-05-13
Vienna IV 2023,https://viv2023.calicotab.com/_/,2023-05-12
Vienna IV 2024,https://viennaiv24.calicotab.com/viv24/,2024-05-10
Vienna Pre-EUDC 2024,https://viennapreeudc2024.calicotab.com/_/,2024-06-29
Vienna Pre-WUDC 2022,https://viennaprewudc.calicotab.com/_/,2022-12-17
Vienna Pre-WUDC 2024,https://viennaprewudc2024.calicotab.com/prewudcvoo2024/,2024-12-21
Vitark 2022,https://7th-vitark.calicotab.com/vitark2022/,2022-02-18
Vitark 2023,https://vitark2023.calicotab.com/Vitark2023/,2023-02-17
Warwick IV 2022,https://warwickiv2022.calicotab.com/warwickiv2022/,2022-01-29
Warwick Open 2024,https://warwickopen2024.calicotab.com/warwickopen2024/,2024-03-16
Warwick Open 2025,https://warwickopen.calicotab.com/warwickopen/,2025-02-15
Western IV 2022,https://westerniv.calicotab.com/westerniv2022/,2022-10-08
Western IV 2023,https://western2023.calicotab.com/western2023/,2023-10-07
Western IV 2024,https://westerniv2024.calicotab.com/western2024/\,2024-10-05
Western IV 2024,https://westerniv2024.calicotab.com/western2024/,2024-10-05
Western States 2022,https://2022westernstates.calicotab.com/2022WesternStates/,2022-12-18
Wolce Novice Cup 2022,https://wolce.calicotab.com/novice22/,2022-12-03
Wolce Pre-ABP 2020,https://wpa2020.calicotab.com/preabp/,2020-09-18
Wolce Pro Am 2021,https://wolce.calicotab.com/pro-ams2021/,2021-03-15
World Debate Open 2021,https://midp.calicotab.com/wdo2021/,2021-08-07
WUDC 2020,https://wudc2020.calicotab.com/wudc2020/,2020-01-03
WUDC 2021,https://wudckorea.calicotab.com/2021/,2021-07-07
WUDC 2022,https://wudc2022.calicotab.com/wudc/,2022-07-27
WUDC 2023,https://wudc2023.calicotab.com/wudc/,2022-12-27
WUDC 2024,https://wudc2024.calicotab.com/wudc/,2023-12-29
WUDC 2025,https://wudc2025.calicotab.com/open/,2024-12-27
Yale IV 2022,https://yaleiv2022.calicotab.com/_/,2022-10-29
Yale IV 2023,https://yaleiv2023.calicotab.com/yaleiv2023/,2023-11-01
Yale IV 2024,https://yaleiv2024.calicotab.com/_/,2024-11-02
Yale IV Fall 2021,https://yaleivfall21.calicotab.com/_/,2021-12-04
Yale Online IV 2021,https://yaleiv2021.netlify.app/2021/,2021-03-14
Zagreb Open 2024,https://tab.debate.si/zagreb-open-24/,2024-03-02
Zagreb Open 2025,https://zgopen2025.calicotab.com/zgopen2025/,2025-03-15
Zagreb Pre-EUDC 2024,https://zagrebpreeudc2024.calicotab.com/zagrebpreeudc24/,2024-06-15
Zagreb Pre-WUDC 2023,https://zagrebprewudc.calicotab.com/_/,2023-12-02
Zagreb Pre-WUDC 2024,https://zagreb2024.calicotab.com/zagreb2024/,2024-10-26
Zagreb Pre-WUDC 2024,https://zagreb2024.calicotab.com/zagreb2024/,2024-10-16
Zamboanga NDC 2024,https://ndc2024.calicotab.com/hermosa/,2024-11-13
Zimbabwe Eliminations 2021,https://mace.calicotab.com/zodleliminations2021/,2021-05-28
Zurich Open 2024,https://zurichopen2024.calicotab.com/_/,2024-11-02